ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,target
230,0.66,0.015,0,0,0,0,0,0,0.076,0.0,0,0,0,0.089,0,0,0,1,0,0.085,0,class3
231,0.84,0.025,1,0,0,0,0,0,0.134,0.0014,0,0,0,0.12,0,0,0,0,0,0.112,0,class3
232,0.59,0.0206,0,0,0,0,0,0,0.082,0.0002,0,0,0,0.112,0,0,0,0,0,0.073,0,class3
233,0.14,0.008,0,0,0,0,0,0,0.121,0.0029,0,0,0,0.127,0,0,0,0,0,0.095,0,class3
234,0.11,0.0206,0,1,0,0,0,0,0.191,0.0002,0,0,0,0.156,0,0,0,0,0,0.123,0,class3
235,0.6,0.024,0,0,0,0,0,0,0.111,0.0009,0,0,0,0.099,0,0,0,0,0,0.112,0,class3
236,0.29,0.024,0,0,0,0,0,0,0.107,0.0016,0,0,0,0.092,0,0,0,0,0,0.11,0,class3
237,0.62,0.008,0,0,0,1,0,0,0.073,0.011,0,0,0,0.098,0,0,0,0,0,0.074,0,class2
238,0.3,0.024,0,0,0,0,0,0,0.099,0.005,0,0,0,0.093,0,0,0,0,0,0.107,0,class3
239,0.67,0.014,0,0,0,0,0,0,0.113,0.0013,0,0,0,0.132,0,0,0,0,0,0.085,0,class3
240,0.44,0.009,0,0,0,0,0,0,0.096,0.00072,0,0,0,0.127,0,0,0,0,0,0.075,0,class3
241,0.51,0.023,0,1,0,0,0,0,0.072,0.0012,0,0,0,0.085,0,0,0,0,0,0.084,0,class3
242,0.58,0.0208,0,0,0,0,0,0,0.083,0.00419,0,0,0,0.069,0,0,0,0,0,0.119,0,class3
243,0.73,0.008,0,1,0,0,0,0,0.061,0.0014,0,1,0,0.124,0,0,0,0,0,0.049,0,class3
244,0.82,0.004,0,1,0,0,0,0,0.058,0.002,0,0,0,0.085,0,0,0,0,0,0.068,0,class3
245,0.59,0.019,0,1,0,0,0,0,0.144,0.0003,0,1,0,0.156,0,0,0,0,0,0.093,0,class3
246,0.79,0.022,0,0,0,0,0,0,0.097,0.00208,0,0,0,0.097,0,0,0,0,0,0.101,0,class3
247,0.48,0.027,0,0,0,0,0,0,0.124,0.0018,0,0,0,0.104,0,0,0,0,0,0.12,0,class3
248,0.57,0.02,0,1,0,1,0,0,0.091,0.0002,0,0,0,0.077,0,0,0,0,0,0.116,0,class3
249,0.72,0.023,0,0,0,0,0,0,0.087,0.0002,0,0,0,0.093,0,0,0,0,0,0.094,0,class3
250,0.2,0.024,0,0,0,0,0,0,0.137,0.0015,0,0,0,0.101,0,0,0,0,0,0.135,0,class3
251,0.3,0.0208,0,0,0,0,0,0,0.091,0.0085,0,0,0,0.079,0,0,0,0,0,0.116,0,class2
252,0.39,0.019,0,0,0,0,0,0,0.065,0.024,0,0,0,0.06493,0,0,0,0,0,0.1,0,class2
253,0.15,0.0206,0,1,0,0,0,0,0.067,0.0011,0,0,0,0.073,0,0,0,0,0,0.093,0,class3
254,0.73,0.015,0,0,0,0,0,0,0.113,0.00088,0,0,0,0.153,0,0,0,0,0,0.074,0,class3
255,0.68,0.003,0,0,0,0,0,0,0.006,0.026,0,0,0,0.0076,0,0,0,0,0,0.08,0,class1
256,0.6,0.014,0,0,0,0,0,0,0.042,0.151,0,0,0,0.039,0,0,0,0,0,0.104,0,class1
257,0.58,0.027,0,0,0,0,0,0,0.12,0.00026,0,0,0,0.095,0,0,0,0,0,0.127,0,class3
258,0.38,0.02,0,0,0,0,0,0,0.102,0.0058,0,0,0,0.089,0,0,0,0,0,0.116,0,class3
259,0.29,0.0174,0,0,0,0,0,0,0.112,0.007,0,0,0,0.103,0,0,0,0,0,0.108,0,class2
260,0.27,0.013,0,0,0,0,0,0,0.108,0.0005,0,0,0,0.137,0,0,0,0,0,0.079,0,class3
261,0.3,0.018,0,0,0,0,0,0,0.117,0.0003,1,0,0,0.121,0,0,0,0,0,0.097,0,class3
262,0.87,0.012,0,1,0,0,0,0,0.103,0.001,0,0,0,0.118,0,0,0,0,0,0.087,0,class3
263,0.29,0.0206,0,0,0,0,0,0,0.14,0.0016,0,0,0,0.099,0,0,0,0,0,0.141,0,class3
264,0.58,0.017,0,0,0,0,0,0,0.144,0.002,0,0,0,0.153,0,0,0,0,0,0.094,0,class3
265,0.16,0.024,0,0,0,0,0,0,0.11,0.0023,0,0,0,0.119,0,0,0,0,0,0.092,0,class3
266,0.72,0.018,0,1,0,0,0,0,0.093,0.0008,0,0,0,0.117,0,0,0,0,0,0.079,0,class3
267,0.01,0.0206,0,1,0,0,0,0,0.11118,0.00189,0,1,0,0.11207,0,0,0,0,0,0.099,0,class3
268,0.5,0.024,0,0,0,0,0,0,0.111,0.0016,0,0,0,0.111,0,0,0,0,0,0.1,0,class3
269,0.51,0.019,0,0,0,0,0,0,0.092,0.0033,0,0,0,0.098,0,0,0,0,0,0.093,0,class3
270,0.23,0.016,0,0,0,0,0,0,0.088,0.0019,0,0,0,0.1,0,0,0,0,0,0.089,0,class3
271,0.61,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
272,0.66,0.016,0,0,0,0,0,0,0.12,0.0003,0,1,0,0.132,0,0,0,0,0,0.091,0,class3
273,0.41,0.0206,0,1,0,0,0,0,0.11118,0.00189,0,1,0,0.11207,0,0,0,0,0,0.099,0,class3
274,0.23,0.018,0,1,0,0,0,0,0.122,0.0013,0,0,0,0.111,0,0,0,0,0,0.11,0,class3
275,0.77,0.026,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
276,0.69,0.023,0,0,0,0,0,0,0.104,0.0012,0,0,0,0.10483,0,0,0,0,0,0.099,0,class3
277,0.34,0.018,0,0,0,0,0,0,0.094,0.0031,0,0,0,0.09475,0,0,0,0,0,0.099,0,class3
278,0.31,0.0206,0,1,0,0,0,0,0.11118,0.00189,0,1,0,0.11207,0,0,0,0,0,0.099,0,class3
279,0.76,0.005,0,0,0,0,0,0,0.13,0.0062,0,0,0,0.153,0,0,0,0,0,0.085,0,class2
280,0.8,0.022,0,1,0,0,0,0,0.124,0.00015,0,0,0,0.152,0,0,0,0,0,0.081,0,class3
281,0.51,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
282,0.7,0.0206,0,1,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,1,0,0.099,0,class3
283,0.74,0.024,0,0,1,0,0,0,0.1,0.0005,0,0,0,0.093,0,0,0,0,0,0.107,0,class3
284,0.61,0.038,0,0,0,1,0,0,0.252,0.0002,0,0,0,0.222,0,0,0,0,0,0.113,0,class3
285,0.73,0.007,0,1,0,0,0,0,0.11,0.0005,0,0,0,0.118,0,0,0,0,0,0.093,0,class3
286,0.54,0.02,0,1,0,0,0,0,0.101,0.0007,0,0,0,0.092,0,0,0,0,0,0.109,0,class3
287,0.78,0.019,0,0,0,0,0,0,0.113,0.00077,0,0,0,0.11,0,0,0,0,0,0.103,0,class3
288,0.7,0.026,0,1,0,1,0,0,0.144,0.0006,0,0,0,0.12,0,0,0,0,0,0.12,0,class3
289,0.28,0.026,0,0,0,0,0,1,0.089,0.00939,0,0,0,0.087,0,0,0,0,0,0.102,0,class2
290,0.57,0.015,0,1,0,0,0,0,0.091,0.0009,0,0,0,0.115,0,0,0,0,0,0.079,0,class3
291,0.2,0.033,1,0,0,0,0,0,0.121,0.0026,0,0,0,0.112,0,0,0,0,0,0.108,0,class3
292,0.26,0.016,0,0,0,0,0,0,0.097,4e-05,0,1,1,0.095,0,0,0,0,0,0.1,0,class3
293,0.17,0.015,0,0,0,0,0,0,0.101,0.0003,0,0,1,0.125,0,0,0,1,0,0.081,0,class3
294,0.51,0.0206,0,0,0,0,0,0,0.151,0.0014,0,1,0,0.142,0,0,0,0,0,0.104,0,class3
295,0.69,0.015,0,0,0,1,0,0,0.082,0.0025,0,0,0,0.124,0,0,0,0,0,0.066,0,class3
296,0.67,0.0206,0,0,0,0,0,0,0.076,0.0006,0,0,1,0.088,0,0,0,0,0,0.086,0,class3
297,0.58,0.0206,0,0,0,0,0,0,0.098,0.0008,0,0,0,0.096,0,0,0,0,0,0.102,0,class3
298,0.65,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
299,0.63,0.019,0,1,0,1,0,0,0.098,0.0008,0,0,0,0.111,0,0,0,0,0,0.089,0,class3
300,0.73,0.019,0,0,0,0,0,0,0.106,0.003,0,0,0,0.10685,0,0,1,0,0,0.099,0,class3
301,0.61,0.023,0,0,0,0,0,0,0.103,0.00081,0,0,0,0.1,0,0,0,0,0,0.102,0,class3
302,0.65,0.022,0,0,0,0,0,0,0.081,0.00025,0,0,0,0.09,0,0,0,0,0,0.09,0,class3
303,0.69,0.019,0,0,0,0,0,0,0.09,0.00208,0,0,0,0.104,0,0,0,0,0,0.087,0,class3
304,0.73,0.023,0,1,0,0,0,0,0.094,0.0004,0,0,0,0.105,0,0,0,0,0,0.09,0,class3
305,0.75,0.02,0,0,0,0,0,0,0.141,0.012,0,1,0,0.125,0,0,0,0,0,0.113,0,class3
306,0.38,0.015,0,0,0,0,0,0,0.095,0.0014,0,0,0,0.104,0,0,0,0,0,0.091,0,class3
307,0.23,0.018,0,0,0,0,0,0,0.107,0.0026,0,0,0,0.101,0,0,0,0,0,0.104,0,class3
308,0.64,0.015,0,0,0,0,0,0,0.106,0.0032,0,0,0,0.117,0,0,0,0,0,0.091,0,class3
309,0.54,0.025,0,0,0,0,1,0,0.074,0.0029,0,0,0,0.075,0,0,0,0,0,0.099,0,class3
310,0.6,0.011,0,0,0,0,0,0,0.045,0.183,0,0,1,0.046,0,0,0,0,0,0.097,0,class1
311,0.5,0.019,0,0,0,0,0,0,0.077,0.0031,0,0,0,0.097,0,0,0,0,0,0.08,0,class3
312,0.55,0.018,0,0,0,0,0,0,0.103,0.0001,0,0,0,0.113,0,0,0,0,0,0.091,0,class3
313,0.68,0.0206,0,0,0,0,0,0,0.125,0.0012,0,0,0,0.113,0,0,0,0,0,0.111,0,class3
314,0.34,0.0206,0,0,0,0,0,0,0.178,0.00189,0,0,0,0.178,0,0,0,0,0,0.1,0,class3
315,0.76,0.03,0,0,0,0,0,0,0.158,0.0,0,0,0,0.183,0,0,0,0,0,0.087,0,class3
316,0.76,0.029,0,0,0,0,0,0,0.1,0.001,0,0,0,0.098,0,0,0,0,0,0.102,0,class3
317,0.68,0.0206,0,0,0,0,0,0,0.098,0.00092,0,0,0,0.125,0,0,0,0,0,0.079,0,class3
318,0.29,0.022,0,0,0,0,0,0,0.086,0.003,0,0,0,0.079,0,0,0,0,0,0.109,0,class3
319,0.55,0.025,0,1,0,0,0,0,0.109,0.00015,0,0,0,0.145,0,0,0,0,0,0.075,0,class3
320,0.41,0.0206,0,0,0,0,0,0,0.107,0.00076,0,1,0,0.118,0,0,0,0,0,0.091,0,class3
321,0.71,0.022,0,0,0,0,0,0,0.198,0.0005,0,1,0,0.16,0,0,0,0,0,0.123,0,class3
322,0.72,0.02,0,1,0,0,0,0,0.078,0.0017,0,0,0,0.087,0,0,0,0,0,0.094,0,class3
323,0.33,0.0206,0,0,0,0,0,0,0.12,0.00189,0,0,0,0.122,0,0,0,0,0,0.098,0,class3
324,0.33,0.0206,0,0,0,0,0,0,0.126,8e-05,0,0,0,0.126,0,1,0,0,0,0.1,0,class3
325,0.53,0.0206,0,1,0,0,0,0,0.116,0.00189,0,0,0,0.122,0,0,0,0,0,0.095,0,class3
326,0.64,0.013,0,0,0,0,0,0,0.105,8e-05,0,0,0,0.101,0,0,0,0,0,0.104,0,class3
327,0.59,0.014,0,0,0,0,0,0,0.091,0.00082,0,0,0,0.094,0,0,0,0,0,0.097,0,class3
328,0.24,0.016,1,1,0,0,0,0,0.182,0.0001,0,0,0,0.18346,0,0,0,0,0,0.099,0,class3
329,0.36,0.023,0,0,0,0,0,0,0.077,0.0017,0,0,0,0.074,0,0,0,0,0,0.104,0,class3
330,0.65,0.019,0,0,0,0,0,0,0.099,0.0016,0,0,0,0.097,0,0,0,0,0,0.103,0,class3
331,0.64,0.0206,0,0,0,0,0,1,0.145,0.00189,0,0,0,0.155,0,0,0,0,0,0.093,0,class3
332,0.64,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,1,0,0.11207,0,0,0,0,0,0.099,0,class3
333,0.75,0.019,0,0,0,0,0,0,0.116,0.00083,0,0,0,0.117,0,0,1,0,0,0.099,0,class3
334,0.73,0.025,0,0,0,0,0,0,0.11,0.0022,0,0,0,0.085,0,0,0,0,0,0.128,1,class3
335,0.71,0.004,0,1,0,0,0,0,0.037,0.038,0,0,1,0.05,0,0,0,0,0,0.074,0,class1
336,0.18,0.0206,0,0,0,0,0,0,0.116,0.0015,0,0,1,0.111,0,0,0,0,0,0.104,0,class3
337,0.73,0.007,0,0,0,0,0,0,0.111,0.00989,0,0,0,0.12,0,0,0,0,0,0.092,0,class2
338,0.63,0.055,0,0,0,0,0,0,0.199,3e-05,0,0,0,0.19,0,0,0,0,0,0.104,0,class3
339,0.59,0.0208,0,0,0,0,0,0,0.079,0.0071,0,0,0,0.083,0,0,0,0,0,0.096,0,class2
340,0.16,0.0206,0,1,0,0,0,0,0.11118,0.0045,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
341,0.31,0.02,0,0,0,0,0,0,0.159,0.0078,0,0,0,0.105,0,0,0,0,0,0.151,0,class3
342,0.56,0.0208,0,0,0,0,0,0,0.136,0.0002,0,1,1,0.13709,0,0,0,0,0,0.099,0,class3
343,0.57,0.02,0,0,0,0,0,0,0.087,0.001,0,0,0,0.103,0,0,0,0,0,0.084,0,class3
344,0.35,0.0208,0,0,0,0,0,0,0.139,0.0002,0,0,0,0.139,0,0,0,0,0,0.1,0,class3
345,0.75,0.022,0,1,0,0,0,0,0.1,0.0013,0,0,0,0.104,0,0,0,0,0,0.097,0,class3
346,0.25,0.031,0,0,0,0,0,0,0.129,0.0003,0,0,0,0.13003,0,0,0,0,0,0.099,0,class3
347,0.15,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,1,0,0,1,0,0.099,0,class3
348,0.77,0.016,0,0,0,0,0,0,0.084,0.0002,0,0,0,0.097,0,0,0,0,0,0.087,0,class3
349,0.5,0.02,0,1,0,0,0,0,0.097,0.0019,0,0,0,0.11,0,0,0,0,0,0.088,0,class3
350,0.79,0.016,0,0,0,0,0,0,0.047,0.029,0,0,0,0.048,0,0,0,0,0,0.097,0,class1
351,0.73,0.016,0,0,0,0,0,0,0.11,0.0018,0,0,0,0.112,0,0,0,0,0,0.098,0,class3
352,0.28,0.02,0,1,0,0,0,0,0.099,0.00025,0,0,0,0.124,0,0,0,0,0,0.08,0,class3
353,0.58,0.022,0,1,0,0,0,0,0.097,0.0008,0,0,0,0.088,0,1,0,0,0,0.11,0,class3
354,0.7,0.0206,0,0,0,0,0,0,0.101,0.0024,0,0,0,0.113,0,0,0,0,0,0.09,0,class3
355,0.63,0.015,0,0,0,0,0,0,0.093,0.0045,0,0,0,0.107,0,0,0,0,0,0.087,0,class3
356,0.65,0.014,0,1,0,0,0,0,0.121,0.0011,0,0,0,0.149,0,0,0,0,0,0.081,0,class3
357,0.22,0.018,0,0,0,0,0,0,0.118,0.0013,0,0,0,0.123,1,0,0,0,0,0.096,0,class3
358,0.75,0.0206,0,0,0,0,0,0,0.109,0.00012,0,1,0,0.128,0,0,0,0,0,0.085,0,class3
359,0.27,0.023,0,1,0,0,0,0,0.1,0.00189,0,0,0,0.113,0,0,0,0,0,0.088,0,class3
360,0.47,0.02,0,0,0,0,1,0,0.108,0.0022,0,0,0,0.1,0,0,0,0,0,0.108,0,class3
361,0.72,0.014,0,0,0,1,0,0,0.11,0.0007,0,0,0,0.124,0,0,0,0,0,0.088,0,class3
362,0.56,0.011,0,1,0,0,0,0,0.137,0.00067,0,0,0,0.16,0,0,0,0,0,0.086,0,class3
363,0.54,0.022,0,0,0,0,0,0,0.083,0.019,0,0,0,0.081,0,0,0,0,0,0.103,0,class2
364,0.78,0.013,0,1,0,0,0,0,0.116,0.0015,0,0,0,0.119,0,0,0,0,0,0.097,0,class3
365,0.45,0.0208,0,1,0,0,0,0,0.101,0.0002,0,0,0,0.121,0,0,0,1,0,0.084,0,class3
366,0.41,0.019,1,0,0,0,0,0,0.117,0.0003,0,0,0,0.108,0,0,0,0,0,0.108,0,class3
367,0.55,0.0208,0,1,0,0,0,0,0.065,0.01,1,0,0,0.06493,0,0,0,0,0,0.1,0,class2
368,0.46,0.022,0,0,0,0,0,0,0.085,0.0003,0,0,0,0.075,0,0,0,0,0,0.113,0,class3
369,0.35,0.028,1,0,0,0,0,0,0.155,0.00093,0,0,0,0.153,0,0,0,0,0,0.101,0,class3
370,0.28,0.015,0,1,0,0,0,0,0.083,0.00419,0,0,0,0.08366,0,0,0,0,0,0.099,0,class3
371,0.6,0.014,0,1,0,0,0,0,0.089,0.00208,0,0,0,0.09,0,0,0,0,0,0.099,0,class3
372,0.61,0.015,0,0,0,0,0,0,0.097,0.006,0,1,0,0.11,0,0,0,0,0,0.088,0,class3
373,0.75,0.026,0,1,0,0,0,0,0.09,0.0023,0,0,0,0.091,0,0,0,0,0,0.099,0,class3
374,0.68,0.003,0,0,0,0,0,0,0.014,0.043,0,0,0,0.01347,0,0,0,0,0,0.103,0,class1
375,0.71,0.006,0,0,0,0,0,0,0.049,0.00056,0,0,0,0.09,0,0,0,0,0,0.054,0,class3
376,0.67,0.02,0,1,0,0,0,0,0.083,0.00208,0,0,1,0.087,0,0,0,0,0,0.096,0,class3
377,0.3,0.0206,0,1,0,0,0,0,0.097,0.0032,0,0,0,0.141,0,0,0,0,0,0.069,0,class3
378,0.58,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
379,0.37,0.0174,0,1,0,0,0,0,0.068,0.012,0,0,0,0.111,0,0,0,0,0,0.062,0,class2
380,0.54,0.011,0,1,0,0,0,0,0.051,0.0144,0,0,0,0.075,0,0,0,0,0,0.068,0,class2
381,0.66,0.02,0,0,0,0,0,0,0.153,6e-05,0,0,0,0.154,0,0,0,1,0,0.099,0,class3
382,0.35,0.023,0,0,0,0,0,0,0.083,0.0023,0,0,0,0.069,0,0,0,0,0,0.119,0,class3
383,0.29,0.031,0,0,0,0,0,0,0.142,0.0001,0,0,0,0.08,0,0,0,0,0,0.177,1,class3
384,0.41,0.026,0,0,0,0,0,0,0.197,0.0002,0,1,0,0.195,0,0,0,0,0,0.101,0,class3
385,0.3,0.0208,0,0,0,0,0,0,0.097,0.0026,0,0,0,0.09778,0,0,0,0,0,0.099,0,class3
386,0.24,0.017,0,1,0,0,0,0,0.106,0.0013,0,0,0,0.106,0,0,0,0,0,0.1,0,class3
387,0.49,0.027,0,0,0,0,0,1,0.141,0.0001,0,0,0,0.12,0,0,0,0,0,0.116,0,class3
388,0.54,0.019,0,1,0,0,0,0,0.089,0.0012,0,0,0,0.104,0,0,0,0,0,0.085,0,class3
389,0.54,0.019,0,0,0,0,0,0,0.1,3e-05,0,1,0,0.09,0,0,0,0,0,0.111,0,class3
390,0.58,0.016,0,0,0,0,0,0,0.105,0.0054,0,1,0,0.10584,0,0,0,0,0,0.099,0,class3
391,0.38,0.02,0,1,0,0,0,0,0.091,0.0004,0,0,0,0.117,0,0,0,0,0,0.078,0,class3
392,0.27,0.085,0,0,0,0,0,0,0.244,5e-05,0,0,0,0.249,0,0,0,0,0,0.098,0,class3
393,0.19,0.02,0,1,0,0,0,0,0.098,0.00084,0,0,0,0.112,0,0,0,0,0,0.088,0,class3
394,0.21,0.026,0,0,0,0,0,0,0.12,0.0018,0,0,0,0.1,0,0,0,0,0,0.12,0,class3
395,0.34,0.039,0,0,0,0,0,0,0.139,0.00025,1,0,0,0.11,0,0,0,1,0,0.127,1,class3
396,0.82,0.024,0,0,0,0,0,0,0.139,0.001,0,0,0,0.121,0,0,0,0,0,0.115,0,class3
397,0.7,0.015,0,0,0,0,0,0,0.085,0.00015,0,0,0,0.094,0,0,1,1,0,0.091,0,class3
398,0.74,0.02,0,0,0,0,0,0,0.072,0.00909,0,0,0,0.08,0,0,0,0,0,0.09,0,class2
399,0.42,0.011,0,0,0,0,0,0,0.093,0.0023,0,0,0,0.127,0,0,0,0,0,0.073,0,class3
400,0.58,0.016,0,1,0,0,0,0,0.091,0.0009,0,0,0,0.086,0,0,0,0,0,0.104,0,class3
401,0.58,0.034,0,0,0,0,0,0,0.129,6e-05,0,1,0,0.136,0,0,0,0,0,0.095,0,class3
402,0.79,0.012,0,0,0,0,0,0,0.113,0.0008,0,0,0,0.111,0,0,0,0,0,0.101,0,class3
403,0.68,0.013,0,0,0,0,0,0,0.08,0.0024,0,0,0,0.091,0,0,0,0,0,0.088,0,class3
404,0.72,0.0206,0,0,0,0,0,0,0.113,0.0014,0,0,0,0.117,0,0,0,0,0,0.097,0,class3
405,0.35,0.024,0,1,0,0,0,0,0.081,0.00097,0,0,0,0.109,0,0,0,0,0,0.075,0,class3
406,0.87,0.034,0,0,0,0,0,0,0.164,0.0002,0,0,0,0.2,0,0,0,1,0,0.082,0,class3
407,0.43,0.018,1,0,0,0,0,0,0.06,0.0065,0,0,1,0.067,0,0,0,0,0,0.089,0,class2
408,0.73,0.019,0,1,0,0,0,0,0.118,0.00208,0,0,0,0.131,0,0,0,0,0,0.09,0,class3
409,0.22,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
410,0.14,0.03,0,0,0,0,0,0,0.128,0.0019,0,0,0,0.116,0,0,0,0,0,0.111,0,class3
411,0.79,0.0206,0,1,0,0,0,0,0.11118,0.0024,0,0,1,0.11207,0,0,0,0,0,0.099,0,class3
412,0.16,0.018,0,0,0,0,0,0,0.143,0.0049,0,1,0,0.148,0,0,0,1,0,0.097,0,class3
413,0.34,0.031,0,1,0,0,0,0,0.097,0.0027,0,0,0,0.086,0,0,0,0,0,0.11,0,class3
414,0.35,0.024,0,0,0,0,0,0,0.13,0.0023,0,0,1,0.117,0,0,0,0,0,0.111,0,class3
415,0.26,0.019,0,0,0,0,0,0,0.092,0.00189,0,0,0,0.092,0,0,0,0,0,0.1,0,class3
416,0.32,0.022,0,0,0,0,0,0,0.107,0.0011,0,0,0,0.114,0,0,0,0,0,0.094,0,class3
417,0.36,0.023,0,0,0,0,0,0,0.072,0.0008,0,0,0,0.068,0,0,0,0,0,0.104,0,class3
418,0.43,0.025,0,0,0,0,0,0,0.099,0.0007,0,0,0,0.089,0,0,0,0,0,0.112,0,class3
419,0.78,0.02,1,0,0,0,0,0,0.123,0.0011,0,0,0,0.135,0,0,0,0,0,0.091,0,class3
420,0.29,0.022,0,1,0,0,0,0,0.089,0.0002,0,0,0,0.09,0,0,0,0,0,0.099,0,class3
421,0.63,0.019,0,0,0,0,0,0,0.118,0.0014,0,0,0,0.11895,0,0,0,0,0,0.099,0,class3
422,0.7,0.026,0,0,0,0,0,0,0.16,0.0,0,0,0,0.18,0,0,0,0,0,0.088,0,class3
423,0.32,0.029,0,1,0,0,0,0,0.09,0.0007,0,0,0,0.088,0,0,0,0,0,0.102,0,class3
424,0.85,0.019,0,0,0,0,0,0,0.14,0.00058,0,0,0,0.145,0,0,0,0,0,0.096,0,class3
425,0.81,0.018,0,0,0,0,0,0,0.105,0.0031,0,0,0,0.114,0,0,0,0,0,0.092,0,class3
426,0.8,0.013,0,1,0,0,0,0,0.093,0.0033,0,0,0,0.108,0,0,0,0,0,0.086,0,class3
427,0.46,0.0206,0,1,0,0,0,0,0.109,0.00098,0,0,0,0.12,0,0,0,0,0,0.091,0,class3
428,0.74,0.012,0,1,0,1,0,0,0.091,0.0033,0,0,0,0.099,0,0,0,0,0,0.092,0,class3
429,0.41,0.0206,0,1,0,0,0,0,0.093,0.0056,0,0,0,0.11,0,0,0,0,0,0.084,0,class3
430,0.73,0.019,0,0,0,1,0,0,0.121,0.0008,0,0,0,0.119,0,0,0,0,0,0.101,0,class3
431,0.47,0.023,1,0,0,0,0,0,0.135,0.0019,0,0,0,0.126,0,0,0,0,0,0.107,0,class3
432,0.61,0.0206,0,1,0,0,0,0,0.093,0.0012,0,0,0,0.098,0,0,0,0,0,0.094,0,class3
433,0.54,0.015,0,1,0,0,0,0,0.06,0.016,0,0,0,0.077,0,0,0,1,0,0.078,0,class2
434,0.56,0.0206,0,0,0,0,0,0,0.134,0.0002,0,1,0,0.13,0,0,0,0,0,0.103,0,class3
435,0.55,0.017,0,0,0,0,0,0,0.126,0.0032,0,1,0,0.101,0,0,0,0,0,0.124,0,class3
436,0.88,0.022,0,1,0,0,0,0,0.101,0.0023,0,0,0,0.101,0,0,0,0,0,0.1,0,class3
437,0.61,0.0206,0,1,0,1,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
438,0.65,0.016,0,0,0,0,0,0,0.072,0.00469,0,0,0,0.085,0,0,0,0,0,0.085,0,class3
439,0.3,0.014,0,0,0,0,0,0,0.113,0.0029,0,1,0,0.136,0,0,0,0,0,0.083,0,class3
440,0.6,0.0206,0,0,1,0,0,0,0.126,0.0059,0,0,1,0.111,0,0,0,0,0,0.113,0,class3
441,0.79,0.016,0,1,0,0,0,0,0.143,2e-05,0,0,0,0.159,0,0,0,0,0,0.09,0,class3
442,0.36,0.0206,0,1,0,1,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
443,0.33,0.0208,0,0,0,0,0,0,0.112,0.0003,0,0,0,0.1129,0,0,0,0,0,0.099,0,class3
444,0.7,0.008,0,0,0,0,0,0,0.099,0.0015,0,0,0,0.126,0,0,0,0,0,0.079,0,class3
445,0.61,0.024,0,0,0,0,0,0,0.128,5e-05,0,0,0,0.114,0,0,0,0,0,0.113,0,class3
446,0.6,0.018,0,1,0,0,0,0,0.114,0.0003,0,0,0,0.114,0,0,0,0,0,0.1,0,class3
447,0.28,0.0206,0,0,0,0,0,0,0.133,0.00015,0,0,0,0.135,0,0,0,1,0,0.099,0,class3
448,0.33,0.019,0,0,0,0,0,0,0.083,0.0019,0,0,0,0.081,0,0,0,0,0,0.103,0,class3
449,0.55,0.018,0,1,0,0,0,0,0.134,0.0002,0,0,0,0.131,0,0,0,0,0,0.102,0,class3
450,0.84,0.007,0,0,0,0,0,0,0.137,0.0002,0,1,0,0.164,0,0,0,0,0,0.084,0,class3
451,0.59,0.015,0,1,0,0,0,0,0.088,0.012,0,0,0,0.09,0,0,0,0,0,0.098,0,class2
452,0.31,0.023,0,1,0,0,0,0,0.15,0.0014,0,0,0,0.106,0,0,0,0,0,0.142,0,class3
453,0.38,0.02,0,0,0,0,0,0,0.131,0.001,0,0,0,0.138,0,0,0,0,0,0.095,0,class3
454,0.19,0.024,1,0,0,0,0,0,0.103,0.0004,1,0,0,0.114,0,0,0,0,0,0.091,0,class3
455,0.41,0.025,0,1,0,0,0,0,0.022,1e-05,0,0,1,0.02217,0,0,0,0,0,0.099,0,class3
456,0.48,0.035,0,1,0,0,0,0,0.166,0.0035,0,0,0,0.123,0,0,0,0,0,0.135,0,class3
457,0.37,0.023,0,0,0,0,0,0,0.089,0.001,0,0,0,0.095,0,0,0,0,0,0.094,0,class3
458,0.74,0.0206,0,1,0,0,0,0,0.11118,0.0052,0,1,1,0.11207,1,0,0,1,0,0.099,0,class3
459,0.22,0.036,0,0,0,0,0,0,0.148,0.0023,0,0,0,0.104,0,0,0,1,0,0.142,0,class3
